"","arrowtooth flounder","big skate","black rockfish","bocaccio","butter sole","canary rockfish","chilipepper","curlfin sole","darkblotched rockfish","Dover sole","English sole","flathead sole","greenspotted rockfish","greenstriped rockfish","kelp greenling","lingcod","longnose skate","Pacific cod","Pacific ocean perch","Pacific sanddab","Pacific spiny dogfish","petrale sole","pygmy rockfish","redbanded rockfish","redstripe rockfish","rex sole","rosethorn rockfish","rougheye and blackspotted rockfish","sablefish","sand sole","sandpaper skate","sharpchin rockfish","shortbelly rockfish","shortspine thornyhead","silvergray rockfish","southern rock sole","splitnose rockfish","spotted ratfish","stripetail rockfish","widow rockfish","yelloweye rockfish","yellowtail rockfish"
"199506037101",0.719815453993383,0,0,0,0,0.233896353799883,0,0,0,2.7232494688152,1.04542059321735,0,0,4.01723491181491,0,0.42332274323148,0,0,0,4.7366133018259,0,1.04542059321735,0,0,0,3.04580866044336,0,0,0.233896353799883,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037102",0.748411287206964,0,0,0,0,0,0,0,0,0.98225039500266,2.17423746120285,0,0,4.22092982226152,0,0,0,0,0,2.29345504615256,0.607169561634097,0,0,0,0,3.59341564778935,0,0,0.442645080703376,0,0,0,0,0,0,0,0,0,0.24561699739493,0,0,0
"199506037103",2.10089160050893,0,0,0,0,0,0,0,1.27030755821025,3.57196063827962,0,0,0,1.89255237630119,0,0,0.82460252285738,0,0,0,0,0,0,0.705460637866198,0,5.08374905847734,0,2.13175512353794,1.40470815194692,0,0,0,0,2.82637098733955,0,0,0,0,1.27030755821025,0,0,0.228087143619099
"199506037104",0.576408798454861,0,0,0,0,0,0,0,0,1.82415772080558,3.04502969114884,0,0,0,0,0.231015396226689,1.41549961546297,0,0,5.92960210267943,1.12461431787888,0.418550633523053,0,0,0,4.60530778225941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037105",0,0,0,0,0,0,0,0,0,0,2.57496121690823,0,0,0,0,0.416210232790738,0,0,0,6.09966908932503,0.709221878823081,0.828775145561966,0,0,0,4.35561186758366,0,0,0,0.229604471064484,0,0,0,0,0,0,0,0,0,0,0,0
"199506037106",0,0,0,0,0,0,0,0,0,2.41380744753791,3.834820763898,0,0,0,0,0,0,0,0,5.08785597333664,1.02276596316359,0.411329012537173,0,0,0,4.50873669859902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037107",0,0,0,0,0,0.223295820579857,0,0,0,2.62174460442865,1.65884426162845,0,0,0,0,0.223295820579857,0,0,0,4.8429717544634,0.405718877338029,0.405718877338029,0,0,0,4.99288777019954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037108",0,0,0,0,0,0,0,0.232208213460789,0,2.82993282989979,1.69442219052096,0,0,2.08658138389726,0.232208213460789,1.94759355707275,0,0,0,4.69329358485323,0,0,0,0,0,4.48075937109549,0,0,0,0,0,0,0,0,0,0,0,0.578940438167223,0,0,0,0
"199506037109",0,0,0,0,0,0,0,0,0,1.95457578874464,2.92190686320326,0,0.473804089915849,0,0,1.65682636050104,0.473804089915849,0,0,3.462941615938,0,2.11301021575238,2.81889962329182,0,0,3.60439522895633,1.65682636050104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.793980539965037,0
"199506037118",1.85693183573476,0,0,0,0,0,0,0,0.239176647405554,4.04659239626652,0,0,0,0.593663078490868,0,0,0,0,0,0,0,0,0,0,0,4.67460051328585,0,0,4.13686527338487,0,0.239176647405554,0.239176647405554,0,2.49141200130893,0,0,0,0,0.239176647405554,0,0,0.239176647405554
"199506037119",0,0,0,0,0,0,0,1.34221564841916,0,1.09167500822553,2.48717962476449,0,0,0,0,0,0,0,0,5.28149672159814,0.614241606176214,0.614241606176214,0,0,0,3.08756403000707,0,0,0,0,0,0,0,0,0,0,0,0.448207119850946,0,0,0,0
"199506037120",0,0,0,0,0,0,0,1.31907610385103,0,1.63118896634431,4.2912955958616,0,0,0,0,0,0,0,0,7.20939681289562,0,0.436959181078817,0,0,0,3.27645276945526,0,0,0,0,0,0,0,0,0,0,0,0.436959181078817,0,0,0,0
"199506037121",0,0,0,0,0,0,0,1.36634546093781,0,3.04050845639958,3.23593510125119,0,0,0,0,0,0,0,0,6.90027239899189,0.42597990602188,2.16341556533884,0,0,0,4.53414793439672,0,0,0,0,0,0,0,0,0,0,0,1.92307863967948,0,0,0,0
"199506037124",2.72347798939276,0,0,0,0,0,0,0,0,2.72347798939276,0.926235878764975,0,0,4.31017525552362,0,0.56672954237257,0,0,0,0,0,0,0,0,0,3.5995844146148,0.56672954237257,0,1.39871041716126,0,0,0,0,1.39871041716126,0,0,0,0,2.86338255566142,0,0,0
"199506037125",1.19553924532772,0,0,0,0,0,0,0,0,2.34923082324098,0.228050574735595,0,0,0.705369884490923,0,0,0,0,0,3.81924742095381,0,0.82450182220236,0,0,0,2.82620228863505,0,0,1.46555255157433,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037126",0,0,0,0,0,0,0,0,0,1.43006012823398,3.32858409156157,0,0,0,0,0,0,0,0,3.6980888853251,0.68215630265662,0,0,0,0,2.81242328756259,0,0,1.8140471861557,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037127",0.226535036163978,0,0,0,0,0,0,0,0,1.02235231541821,4.53026349427097,0,0,0,0,0.226535036163978,0,0,0,5.30502623073408,0.820322752482392,0.701604423157436,0,0,0,3.34845137398884,0,0,0,0,0,0,0,0,0,0,0,0.226535036163978,0,0,0,0
"199506037137",1.40571670154192,0,0,0,0,0.70613723076474,0,0,0,2.50859431232526,0,0.70613723076474,0,0.70613723076474,0,0,0,0,0,0,1.40571670154192,0,0,0,0,3.92727124546524,0,0,1.11589512621087,0,0,0,0,1.11589512621087,0,0,0,0,0,0,0,0
"199506037138",0,0,0,0,0,0,0,0,0.544254776939708,0.988706334987249,1.47602316099964,0,0,0.544254776939708,0,0.544254776939708,0,0,0,3.59574551380395,1.47602316099964,0.544254776939708,0,0,0,2.31866506259715,0,0,0.988706334987249,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037139",0,0,0,0,0,0,0,0,0,0.858996658799497,5.31157509548562,0,0,0,0,0.24071480094732,0,0,0,3.48340227843916,2.01913352151257,0.434581307900484,0,0,0,3.86155139988419,0,0,0.24071480094732,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037140",0,0,0,0,0,0,0,0,0,1.54178200953015,3.50620608231631,0,0,0,0,0,0,0,0,3.95227106302909,1.2728560349075,1.54178200953015,0,0,0,2.51656850449577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037141",0,0,0,0,0,0,0,0,0,2.77298989296804,3.52677585137142,0.59802958279021,0,0,0,0,0,0,0,3.58140648782985,0.59802958279021,1.06812146640875,0,0,0,2.2468782850413,0,0,1.06812146640875,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037142",0.405097030451894,0,0,0,0,0,0,0,0,2.70701924206019,0.405097030451894,0.915628094515705,0,0.810316678167457,0,0,0.222922720978586,0,0,0,0,0,0,0,0.222922720978586,3.47244767431146,0,0.222922720978586,0.222922720978586,0,0.405097030451894,0,0,0.222922720978586,0,0,0,0.222922720978586,0,0,0,0
"199506037143",1.95155561752587,0,0,0,0,0.201870885221835,0,0,0.639092184495108,3.93391287105236,0,0,0,3.32657441136401,0,0,0,0,0,0,0,0.513464142419164,0,0,0,3.79817211011982,1.30407512456559,0,0.750684692619583,0,0,0,0,1.88589472213814,0,0,0,0.369755027475633,0.201870885221835,0,0,0
"199506037144",1.59250112058084,0,0,0,0,0,0,0,0,3.35661556371419,0.444322123853997,0,0,1.92775253855697,0,0,0,0,0,0,0.444322123853997,0.444322123853997,0,0,0.246638465567163,3.55892442574231,0,0,0.75088078997156,0,0,0,0,2.07855479739843,0,0,0.444322123853997,0,0.246638465567163,0,0,0
"199506037149",0.576292775627677,0,0,0,0,0,0,0,0.712576825638768,2.49912361027033,0,0.93956141194284,0,1.20545819983549,0,0.230960768728608,0,0,0.230960768728608,0,0,0,0,0.230960768728608,0,3.43004812332052,0,1.68949911479802,0.93956141194284,0,0,0,0,0,0,0,0,0.418460059514292,0,0,0,0
"199506037150",0.247975965379509,0,0,0,0,0,0,0.247975965379509,0,0.247975965379509,3.90574816043858,0,0,0,0,0.247975965379509,0.446516366791463,0,0,6.19580582167723,1.33875488905681,1.47639773581364,0,0,0,3.66338042398557,0,0,0,0,0,0,0,0,0,0,0,0.612092969542634,0,0,0,0
"199506037151",0,0,0,0,0,0,0,0,0,0.594195449030591,3.58067135457043,0,0,0,0,0,0.239429638324244,0,0,5.37433482607026,0.432463074676443,0.432463074676443,0,0,0,3.4521833629321,0,0,0.239429638324244,0,0,0,0,0,0,0,0,0.432463074676443,0,0,0,0
"199506037152",0,0,0,0,0,0,0,0,0,0.741673408877089,4.13186677906052,0,0,0,0,0.974245897115413,0,0,0,4.27164510639016,0.438076143287662,0.438076143287662,0,0,0,4.00501859198325,0,0,0.438076143287662,0,0,0,0,0,0,0,0,0.741673408877089,0,0,0,0
"199506037153",1.26967145242819,0,0,0,0,0,0,0,2.10011535386451,3.24153535996303,0,1.40404081075149,0,1.19504745984167,0,0.824105889024723,0.2279068165377,0,0,2.84059788893951,0.2279068165377,0.2279068165377,0,0,0,2.92647927703524,0,0,1.0266786658145,0,0,0,0,0,0,0,0,0.2279068165377,1.19504745984167,0,0,0.569795146883275
"199506037154",0.81197392217728,0,0,0,0,0,0,0,0.694086564930756,2.2262985937552,0,1.17995544755353,0,0.223519410962122,0,0.81197392217728,0,0,0,0,0,0.40609146239469,0,0,0,3.57135773362012,0,0.223519410962122,0.223519410962122,0,0,0,0,0.40609146239469,0,0,0,0.694086564930756,0,0,0,0
"199506037155",0.892913387120628,0,0,0,0,0,0,0,1.29310846930042,2.26731089211856,0,1.0726034025929,0,0,0,0,0,0,0,0.215411666673048,0,0,0,0,0,3.88349466558122,0,0.892913387120628,0,0,0,0,0,0,0,0,0,0.542973635529287,0,0,0,0
"199506037156",0,0.230819494356652,0,0,0,0,0,0,0,2.04774807474681,3.54824116076571,0,0,0,0,0.939144030400881,0,0,0,4.54550333660726,0.230819494356652,1.47595543918763,0,0,0,4.76927966951785,0,0,0,0,0,0,0,0,0,0,0,0.230819494356652,0,0,0,0
"199506037157",0,0,0,0,0,0.239389497234318,0,0,0,0.96425759201839,3.61018648428463,0,0,0,0,0.239389497234318,0,0,0,6.57876153804608,0,1.38007660754748,0,0,0,3.67394870871665,0,0,0.239389497234318,0,0,0,0,0,0,0,0,0.432396884818045,0,0,0,0
"199506037160",2.41508519964874,0,0,0,0,0,0,0,2.02170378439778,4.19005652580121,0.395598297585923,0.217235155118065,0,2.02170378439778,0,0.217235155118065,0,0.217235155118065,0,0,0.546911914471198,0,0,0,0,4.68215529635354,0,0,2.34782753548025,0,0.67831021526136,0,0,1.29991889481438,0,0,0,0.217235155118065,0.546911914471198,0,0.217235155118065,0.395598297585923
"199506037161",1.40014264550405,0,0,0,0,0,0,0,1.34043851547503,4.32120018416207,0.879775819853384,0.211119456238071,0,0.777166314508755,0,0.385343869386955,0,0,0,0.972829530259511,0,0.385343869386955,0,0,0,4.82544159951686,0,0,1.0579566188082,0,0.662811433201145,0,0,0,0,0,0,0.385343869386955,0,0,0,0
"199506037162",0,0,0,0,0,0,0,0,0,2.3137431109394,1.43546196437713,0,0,0,0,0,0,0,0,4.6002614017111,1.08863147505445,1.24206541322237,0,0,0,4.90325618978147,0,0,0,0,0,0,0,0,0,0,0,3.93170777556046,0,0,0,0
"199506037163",0,0,0,0,0,0,0,0,0,3.75868432062921,1.50207459206654,0,0,0,0,0,0.237865201665632,0,0,5.86509738276058,0.590901006632149,2.11027755955452,0,0,0,5.39053889031573,0,0,0,0,0,0,0,0,0,0,0,0.729552751194103,0,0,0,0
"199506037164",0.209066925882839,0,0,0,0,0,0,0,0.381892762257305,2.92702982948459,0.529205151454334,0.381892762257305,0,0,0,0.209066925882839,0,0,0,2.30941887608241,0.209066925882839,0,0,0,0,3.35587815666978,0,0,0.77132850407174,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037165",0.21666571750125,0,0,0,0,0,0,0,0.394645287930047,3.1569742770473,2.41242671102261,0,0,0.896729967818392,0,0.545682965642559,0.21666571750125,0,0,2.41242671102261,0,0.21666571750125,0,0,0,3.41822895330784,0,0,0,0,0,0,0,0,0,0,0,0.394645287930047,0,0,0,0
"199506037169",0,0,0,0,0,0,0,0,0,1.03804210936718,3.33558168956592,0,0,0,0,0,0.231529222912397,0,0,6.49951732233244,1.35216548665972,1.41738450177302,0,0,0,3.77197360414604,0,0,0.231529222912397,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037170",0,0,0,0,0,0,0,0,0,2.5261998145861,3.00451781873337,0,0,0,0,0,0,0,0,5.00808376811563,0.891274981660695,1.47152777674284,0,0,0,3.89061983432183,0,0,0,0,0,0,0,0,0,0,0,0.214874305418691,0,0,0,0.214874305418691
"199506037171",0.75990208286978,0,0,0,0,0,0,0,0,3.15601356940581,1.98229273314536,0.995878056607572,0,0,0,0.250382549720589,0,0,0,4.17463740321355,0.450459779093087,0.884834562059367,0,0,0,3.46612088649209,0,0,0.617102796200373,0,0,0,0,0,0,0,0,0,0,0,0,0.250382549720589
"199506037172",1.77410845887205,0,0,0,0,0,0,0,1.0308435165493,2.13669001237598,0,1.11876203661617,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31550070588178,0,0,0.229231221150469,0,0,0,0,0,0,0,0,0.572615715855341,0.229231221150469,0,0,0
"199506037173",1.30258859832311,0,0,0,0,0,0,0,0.958309213878529,3.01000062531587,0,0.237346790638344,0,3.31492000215802,0,0,0.237346790638344,0.589808060580705,0.589808060580705,0,0,0,0,0,0,2.85305775672182,2.3649687602544,0,0.589808060580705,0,0,0,0,0,0,0,0.237346790638344,0,1.30258859832311,0,0.237346790638344,1.05611010389933
"199506037177",0.582245310256592,0,0,0,0,0,0,0,0,2.18611099024936,0,0,0.23376775318094,0.947830597008905,0,0.582245310256592,0,0,0,0,0,0,0,0,0,0.719498999068524,0,0,0,0,0.23376775318094,0,0,0,0,0,0,0,0,0,0,0
"199506037178",1.10434767798038,0,0,0,0,0,0,0,0.563306598031542,2.28498036203471,0,1.25890677249257,0,0,0,0.697451803472466,0.563306598031542,0,0,0,0,0.224867624689226,0,0,0,2.74887879606103,0,0,0,0,0,0,0,0,0,0,0,0.224867624689226,0.224867624689226,0,0,0
"199506037179",0.39886675464992,0,0,0,0,0,0,0,1.30718155854579,2.50741038004107,0.683233251374349,0.551124166074606,0,0,0,0,0.551124166074606,0,0,1.23856993915524,0.219189766121363,0.39886675464992,0,0,0,2.79967201950418,0,0,1.08537175413341,0,0,0,0,0,0,0,0,0.39886675464992,0,0,0,0
"199506037180",0,0,0,0,0,0,0,0,0,1.96793551635521,3.73672469076816,0,0,0,0,0,0,0,0,4.61662001280946,0.212499037869938,0.53666573630727,0,0,0,4.25715602254103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212499037869938
"199506037181",0,0,0,0,0,0,0,0,0,2.55198229941775,1.848896459097,0.989674826558817,0,0,0,0,0,0,0,2.50708091603292,0,1.17982743559375,0,0,0,3.39236218073214,0,0,0.612576697311254,0,0,0,0,0,0,0,0,0,0,0,0,0.446896942588305
"199506037182",0.423723841706382,0,0,0,0,0,0,0,0.234138748050988,2.95509611843958,0,0,0,5.58302669444132,0,1.36149389580414,0,1.04617406825159,0,0,0,0.84117881842428,0,0,0.234138748050988,2.68911412625107,4.5362159716509,0,0.948920152991674,0,0,0.234138748050988,0,0.234138748050988,0,0,0,0,0,0,0,1.21621115721507
"199506037183",1.39772123036961,0,0,0,0,0,0,0,4.32915428531105,3.07085342606174,0,0.566161407297383,0,1.51592498604972,0,0.700779583069355,0.226203506288308,0,0,0,0,0.226203506288308,0,0.925442649273378,0,3.74654489453476,0,0.700779583069355,0.226203506288308,0,0,0,0,0,0,0,0,0.700779583069355,0.410559843567259,0,0,0.410559843567259
"199506037184",1.70627584186535,0,0,0,0,0,0,0,1.04956339454192,1.55028379173546,0.235230632971715,0.585340116840371,0,0,0,0.235230632971715,0.235230632971715,0,0,0,0,0.235230632971715,0,0,0,3.71467585581323,0,0.235230632971715,0.585340116840371,0,0,0,0,0,0,0,0,0,0,0,0,0.235230632971715
"199506037185",0,0,0,0,0,1.8476143055801,0,0,0,3.50661459699648,2.50338458828876,0,0,0,0,0.588730526617251,0,0,0,4.17236595147094,0.236835981508073,0.848511233329,0,0,0,4.75970934207467,0,0,0.428182764982748,0,0,0,0,0,0,0,0,0.428182764982748,0,0,0,0.236835981508073
"199506037187",0.246032142693184,0,0,0,0,0,0,0,1.59028965729337,0.246032142693184,0,0.608036928615626,0,0.246032142693184,0,0,0,0,0,0.873259384945438,0,0,0,0,0,0.873259384945438,0,0.749415374398152,0.749415374398152,0,0,0,0,0,0,0,0,0,0,0,0,2.4266422022875
"199506037189",0,0,0,0,0,0,0,0,2.0376013940307,0,0,0.747649930392307,0,0.245302373259618,0,0,0,0,0,0,0.245302373259618,0,0,0,0,0,0,0.245302373259618,1.08046659043392,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037190",0.423603950285749,0,0,0,0,0.840981373232661,0,0,0.234066290513809,1.60058361647358,3.50971021264095,0,0,0,0,1.13456680855447,0,0,0,5.01593889293192,0,0.582877293568712,0,0,0,4.27587278561214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037191",0,0,0,0,0,1.50273382653009,0,0,0,2.41271594176673,1.80535343748865,0,0,0,0,2.11692378933051,0,0,0,3.63350878501031,0,1.63495420200231,0,0,0,2.76812437244177,0,0,0.275836599701478,0,0,0,0,0,0,0,0,0,0,0,0.275836599701478,0.491804925622143
"199506037192",1.60322537449187,0,0,0,0,0,0,0,0.615459763660065,2.7563402274907,0,1.65871100756294,0,0,0,0,0,0,0,0,0,0.449166026533838,0,0,0,1.65871100756294,0,0,0.615459763660065,0,0,0,0,0,0,0,0,0,0.249592591206546,0,0,0.249592591206546
"199506037193",1.50008904020435,0,0,0,0,0,0,0,1.67758432478579,1.36142263708997,0,1.43315746185281,0,0,0,0,0,0.254777101951576,0,0,0.457645090569564,0.254777101951576,0,0,0,1.50008904020435,0,0,0.896443087129153,0,0,0,0,0,0,0,0,0,0,0,0,0.254777101951576
"199506037194",1.13476691973623,0,0,0,0,0,0,0,0.84114912261712,2.95504662861656,0,1.21617442097603,0,0,0,0.234127849840106,0.234127849840106,0,0,2.72428616175379,0.720384959819612,1.04614019976681,0,0,0,2.95504662861656,0,0,2.51314261542286,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037195",0,0,0,0,0,0,0,0,0,2.85961050250508,3.72781951968055,0,0,0,0,0,0.242354200026422,0,0,4.6402264566922,0,0.242354200026422,0,0,0,3.5710787340975,0,0,0.437280844618572,0,0,0,0,0,0,0,0,0,0,0,0,0.600338862087288
"199506037196",0,0,0,0,0,0,0,0,0,0.991164265974278,4.42096997853037,0,0,0,0,0,0.248729372651632,0,0,5.34022809873286,0,0.613662753002769,0,0,0,4.03657070352886,0,0,0.248729372651632,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037197",0.406482330151683,0,0,0,0,0,0,0,0.223754008700778,3.79283514698468,0.694672625860922,0.406482330151683,0,0,0,0,0,0,0,0,0,0.694672625860922,0,0,0,2.69408526085482,0,0.406482330151683,1.91214001848552,0,0,0,0,0,0,0,0,0.223754008700778,0,0,0,0
"199506037198",1.6243650093351,0,0,0,0,0,0,0,2.1872498001263,1.52513426322523,0,0.891302809085709,0,0.214883427267621,0,0.214883427267621,0,0,1.22294382505527,0,0,0,0,0,0,2.52624321769042,0,0.54183121224954,1.07080899113422,0,0.214883427267621,0,0,0,0,0,0,0,0,0,0,0
"199506037199",1.03004177887283,0,0,0,0,0.228975979590573,0,0,1.2734387089218,1.19870089344864,0,1.52657045934514,0,0.228975979590573,0,0.228975979590573,0,0,0,0,0,0,0,0,0,0.827048149419257,0,2.35332934550674,0.57207245903026,0,0,0,0,0,0,0,0,0,0,0,0,0.228975979590573
"199506037202",0.945548238753334,0,0,0,0,0,0,0,0.641620560099247,1.52567077890804,0.641620560099247,0,0,1.02930274717222,0,0,0,0.753511022597466,2.15712364495182,0,0,0,0,0,0,0.371410693775789,0,0.202850377083458,0.641620560099247,0,0,0,0,0.945548238753334,0,0,1.30797334870419,0,0.202850377083458,0,0,0.753511022597466
"199506037203",1.068123597468,0,0,0,0,0,0,0,0,1.068123597468,0,1.51446405070369,0,0,0,0.435470265392907,0,0.24125446316129,0.435470265392907,0,0.435470265392907,0,0,0,0,2.12427291927608,0,0.737823917577956,0,0,0,0,0,0,0,0,0,0,0.59803104421737,0,0,1.45258259315915
"199506037204",0.246527266505947,0,0,0,0,0,0,0,0,0.246527266505947,3.98600739213482,0,0,0,0,0,0,0,0,5.45602503960191,1.1745211029651,0.444139610905469,0,0,0,2.89336828646135,0,0,0.609070882971361,0,0,0,0,0,0,0,0,0,0,0,0,0.246527266505947
"199506037205",0.6960823992627,0,0,0,0,0,0,0,0,1.61413013579556,2.5894181927857,0,0,0,0.224318672857953,0.224318672857953,0.224318672857953,0.407422877542996,0,2.73005801767935,2.14524016232298,0.224318672857953,0,0,0,2.53112280606536,0,0,0,0,0,0,0,0,0,0,0,0.224318672857953,0,0,0,0
"199506037206",1.72660671115777,0,0,0,0,0,0,0,1.080419158099,2.71521627643983,2.11591544014589,1.48281963605952,0,0,0,0.21772028154183,0.21772028154183,0,0,1.23325757487335,1.42602225479548,0,0,0,0,1.30172505858945,0,0,2.39542037114842,0,0,0,0,0,0,0,0,0,0,0,0,1.68237358785803
"199506037212",0.591073291219559,0,0,0,0,0,0,0,1.14712784138003,2.57176338884266,0.237946947632535,0.237946947632535,0,2.91569954151138,0,0.237946947632535,0,0.237946947632535,0.591073291219559,0,0.237946947632535,0,0,0.237946947632535,0,0.960059287704857,0.729752720557168,0.960059287704857,1.50237473152859,0,0,0.430017075470573,0,0,0,0,0,0.591073291219559,0.430017075470573,0,0,0.591073291219559
"199506037213",1.20707936491535,0,0,0,0,0,0,0,0.630680771747108,1.20707936491535,0,0,0,0.461168564200051,0,0.256936545292331,0,0,1.29106779973595,0,0,0,0,0,0,2.25086321280893,0,1.01442545612135,1.57038935159803,0,0,0,0,0,0,0,0,0,0,0.630680771747108,0,3.70253616874645
"199506037214",1.6937455468991,0,0,0,0,0,0,0,1.27268345052596,1.20499612587989,0.209997207656791,0.209997207656791,0,0,0,0.659951479937786,0.383457528237311,0,2.10947511813637,0,2.8540087343176,0.209997207656791,0,0,0,0.531230331731693,0,0.209997207656791,1.98913582721455,0,0,0,0,0,0,0,0,0.969157264262745,0.209997207656791,0.531230331731693,0,2.52172513216368
"199506037215",0.251918500265348,0,0,0,0,0,0,0,0,0.763589212242189,0.888901414302127,0,0,0,0,0,0,0,0,2.40036417267225,3.33991267262107,0,0,0,0,1.27492154634306,0,0,1.49017998733355,0,0,0,0,0,0,0,0,0,0,0,0,0
"199506037216",0,0,0,0,0,0,0,0,0,1.02455978811694,2.60276981010506,0,0,0,0,0,0,0.568361631640971,0,3.61705108231579,2.1579896914276,0.22723446559168,0,0,0,3.2966757703205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199806016104",1.20722842618451,0,0,0,0,0.210601474499521,0.384473394437592,0,0.384473394437592,4.0269356610707,1.39809051651284,0,0,3.00679413208128,0,0.210601474499521,0.661492019135686,0,0,0,0.384473394437592,0.971135733549639,0,0,0.210601474499521,4.11489885834875,0,0.210601474499521,0,0,0.384473394437592,1.13455287855989,0,0.210601474499521,0,0,2.40514829584284,0.661492019135686,5.18696680505108,0.384473394437592,0,0
"199806016105",0.509672042403191,0,0,0,0,0.366837527984598,0,0,0,1.69224005808536,0,0,0,1.09668891309395,0,0.366837527984598,0.745696254970851,0,0,1.97467640007725,2.03437244147385,0.20014650526047,0,0,0,2.49147549923646,0,0,0,0,0,0,0,0,0,0,0.20014650526047,0,1.56169391695618,0,0,0
"199806016106",0,0,0,0,0,0,0,0,0,0.524102989802499,3.65486306644006,0,0,0,0,0.206727724418168,0.206727724418168,0,0,5.51476091420472,2.52431854317663,2.06552410367729,0,0,0,2.97560433767699,0,0,0,0,0,0,0,0,0,0,0,0.524102989802499,0,0,0,0
"199806016107",0,0,0,0,0,0,0,0,0,1.5401349741822,4.23462296005427,0,0,0,0,0.206262866532696,0.523087380406071,0,0,4.37667674800736,1.380776963008,3.04116601482829,0,0,0,3.81641019155723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199806016111",0.799071718596241,0,0,0,0,0.398366897665534,0.21889067404955,0,0,0.998005766834011,0.398366897665534,0,0,2.37841657702791,0,0.21889067404955,0.21889067404955,0,0,1.73151547225391,1.68723442886186,0.682480880825496,0,0,0,5.02050339671617,0,0,0,0,0,0,0,0.21889067404955,0,0,0.682480880825496,0,1.08436512277805,0.21889067404955,0,0.21889067404955
"199806016112",0.20580676666287,0.20580676666287,0,0,0,0,0,0,0,0.522090361234125,1.96989538301303,0,0,0,0,0,0.20580676666287,0,0,2.76339196172272,5.41178627359502,0.20580676666287,0,0,0,3.29771658552715,0,0,0,0,0,0,0,0.20580676666287,0,0,0,0,0,0,0,0
"199806016113",0,0.226404591755654,0,0,0,0.226404591755654,0,0,0,0.410894282464497,2.70635292721631,0,0,0,0,0,0.226404591755654,0,0,5.85242462618251,0.566590756371597,2.59898392086102,0,0,0,3.3388564833504,0,0,0,0,0.226404591755654,0,0,0,0,0,0,0.410894282464497,0,0,0,0
"199806016114",0.217683372522618,0,0,0,0,0,0,0,0,0.217683372522618,2.90508135622941,0,0,0,0,0,0.217683372522618,0,0,3.38281699268225,2.11574951733574,1.76880937262673,0,0,0,3.03006913128529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199806016115",0.401179596014848,0,0,0,0,0,0,0,0,2.90556092863987,1.09002281979429,0,0,0.803777458812784,0,0,0.554102462950252,0,0,2.15762579728112,0.803777458812784,0.908563537555675,0,0,0,5.13756054151612,0,0,0,0,0,0,0,0,0,0,0,0.220574448559651,0.220574448559651,0,0,0
"199806016116",0.779072240390189,0,0,0,0,0.211791248623537,4.07402308572969,0,0.386472368399478,4.03724511147816,1.45918651102639,0,0,2.11777072744053,0,0.211791248623537,0.535129630115127,0,0,0,0,0.88183972719102,0,0,0,5.00170927638413,0,0,0.386472368399478,0,0,1.96475103606927,0,0,0,0,3.5744728701081,1.06025908982247,4.5198039765151,1.34304190846202,0,0
"199806016120",0.209646584186991,0.659056926236039,0,0,0,0.209646584186991,0,0,0.659056926236039,2.65989595597001,2.28881077667567,0,0,1.85074653453193,0,0,1.64834289148881,0,0,2.07909949190611,0.209646584186991,0.772979409911089,0,0,0,4.09062127581732,0,0,0,0,0,0,0,0,0,0,0.38286788405702,0.968008017215876,1.69223385616623,0,0,0
"199806016121",0.220021326129928,0.552913327744118,0,0,0.220021326129928,0.220021326129928,0,0,0,0,3.51111657799192,0,0,0,0,0.400255970564968,0.685323263113255,0,0,2.81843476574431,1.00163253171462,1.69191325655099,0,0,0,2.87554148268743,0,0,0,0,0,0,0,0,0,0,0,0.685323263113255,0,0,0,0
"199806016124",0,0,0,0,0,0,0,1.51216387239462,0,0.408938750650897,3.01802941792988,0,0,0,0,0,0,0,0,2.90018257484594,0.408938750650897,1.10554754931727,0,0,0,3.4913070930041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
